,country_id,country_name,locality_id,locality_name,market_id,market_name,commodityID,commodity,currency_id,currency_name,market_typeID,market_type,measurement_id,unit_goods_measurement,month,year,price,Source
440341,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2015,35000.0,"FEWS NET, Nigeria"
440342,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2015,35000.0,"FEWS NET, Nigeria"
440343,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2015,35000.0,"FEWS NET, Nigeria"
440344,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2015,35000.0,"FEWS NET, Nigeria"
440345,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2015,35000.0,"FEWS NET, Nigeria"
440346,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2015,35000.0,"FEWS NET, Nigeria"
440347,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2015,35000.0,"FEWS NET, Nigeria"
440348,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2015,35000.0,"FEWS NET, Nigeria"
440349,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2015,35000.0,"FEWS NET, Nigeria"
440350,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2016,35000.0,"FEWS NET, Nigeria"
440877,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2014,16000.0,"FEWS NET, Nigeria"
440878,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2014,15875.0,"FEWS NET, Nigeria"
440879,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2014,15300.0,"FEWS NET, Nigeria"
440880,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2014,15750.0,"FEWS NET, Nigeria"
440881,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2014,15625.0,"FEWS NET, Nigeria"
440882,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2014,15800.0,"FEWS NET, Nigeria"
440883,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2015,15250.0,"FEWS NET, Nigeria"
440884,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2015,15000.0,"FEWS NET, Nigeria"
440885,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2015,15000.0,"FEWS NET, Nigeria"
440886,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2015,15000.0,"FEWS NET, Nigeria"
440887,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2015,16000.0,"FEWS NET, Nigeria"
440888,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2015,15900.0,"FEWS NET, Nigeria"
440889,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2015,15690.0,"FEWS NET, Nigeria"
440890,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2015,15600.0,"FEWS NET, Nigeria"
440891,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2015,16560.0,"FEWS NET, Nigeria"
440892,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2015,17200.0,"FEWS NET, Nigeria"
440893,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2015,17200.0,"FEWS NET, Nigeria"
440894,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2015,15500.0,"FEWS NET, Nigeria"
440895,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2016,16080.0,"FEWS NET, Nigeria"
440896,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2016,17345.0,"FEWS NET, Nigeria"
440897,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2016,18480.0,"FEWS NET, Nigeria"
440898,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2016,21125.0,"FEWS NET, Nigeria"
440899,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2016,25750.0,"FEWS NET, Nigeria"
440900,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2016,28660.0,"FEWS NET, Nigeria"
440901,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2016,28150.0,"FEWS NET, Nigeria"
440902,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2016,30700.0,"FEWS NET, Nigeria"
440903,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2016,29375.0,"FEWS NET, Nigeria"
440904,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2016,27375.0,"FEWS NET, Nigeria"
440905,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2016,27192.0,"FEWS NET, Nigeria"
440906,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2016,28725.0,"FEWS NET, Nigeria"
440907,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2017,30025.0,"FEWS NET, Nigeria"
440908,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2017,30450.0,"FEWS NET, Nigeria"
440909,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2017,29800.0,FEWSNET
440910,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2017,30575.0,FEWS NET
440911,182,Nigeria,2216,Borno,1979,Maiduguri,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2017,53600.0,FEWS NET
441438,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2015,8000.0,"FEWS NET, Nigeria"
441439,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2016,12000.0,"FEWS NET, Nigeria"
441440,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2016,29510.0,"FEWS NET, Nigeria"
441441,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2016,21000.0,"FEWS NET, Nigeria"
441442,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2016,21000.0,"FEWS NET, Nigeria"
441443,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2016,27400.0,"FEWS NET, Nigeria"
441444,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2016,25000.0,"FEWS NET, Nigeria"
441445,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2016,29920.0,"FEWS NET, Nigeria"
441446,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2016,37550.0,"FEWS NET, Nigeria"
441447,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2016,32625.0,"FEWS NET, Nigeria"
441448,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2016,33440.0,"FEWS NET, Nigeria"
441449,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2016,31350.0,"FEWS NET, Nigeria"
441450,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2017,33450.0,"FEWS NET, Nigeria"
441451,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2017,29510.0,"FEWS NET, Nigeria"
441452,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2017,34960.0,FEWSNET
441453,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2017,35000.0,FEWS NET
441454,182,Nigeria,2211,Adamawa,1980,Mubi,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2017,35320.0,FEWS NET
441832,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2015,12500.0,"FEWS NET, Nigeria"
441833,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2015,12000.0,"FEWS NET, Nigeria"
441834,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2015,11700.0,"FEWS NET, Nigeria"
441835,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2015,12000.0,"FEWS NET, Nigeria"
441836,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2015,12000.0,"FEWS NET, Nigeria"
441837,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2015,12000.0,"FEWS NET, Nigeria"
441838,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2015,12600.0,"FEWS NET, Nigeria"
441839,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2015,13000.0,"FEWS NET, Nigeria"
441840,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2015,13000.0,"FEWS NET, Nigeria"
441841,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2015,12200.0,"FEWS NET, Nigeria"
441842,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2016,11625.0,"FEWS NET, Nigeria"
441843,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2016,12125.0,"FEWS NET, Nigeria"
441844,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2016,12500.0,"FEWS NET, Nigeria"
441845,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2016,13770.0,"FEWS NET, Nigeria"
441846,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2016,15560.0,"FEWS NET, Nigeria"
441847,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2016,20000.0,"FEWS NET, Nigeria"
441848,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2016,24000.0,"FEWS NET, Nigeria"
441849,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2016,24400.0,"FEWS NET, Nigeria"
441850,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2016,24450.0,"FEWS NET, Nigeria"
441851,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2016,24300.0,"FEWS NET, Nigeria"
441852,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2016,24800.0,"FEWS NET, Nigeria"
441853,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2016,24300.0,"FEWS NET, Nigeria"
441854,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2017,27000.0,"FEWS NET, Nigeria"
441855,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2017,27000.0,"FEWS NET, Nigeria"
441856,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2017,27600.0,FEWSNET
441857,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2017,27850.0,FEWS NET
441858,182,Nigeria,2240,Yobe,1981,Potiskum,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2017,27800.0,FEWS NET
442164,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2014,14000.0,"FEWS NET, Nigeria"
442165,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2014,14325.0,"FEWS NET, Nigeria"
442166,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2014,14220.0,"FEWS NET, Nigeria"
442167,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2014,13280.0,"FEWS NET, Nigeria"
442168,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2014,14060.0,"FEWS NET, Nigeria"
442169,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2014,12689.0,"FEWS NET, Nigeria"
442170,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2015,11038.0,"FEWS NET, Nigeria"
442171,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2015,14380.0,"FEWS NET, Nigeria"
442172,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2015,14772.0,"FEWS NET, Nigeria"
442173,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2015,14710.0,"FEWS NET, Nigeria"
442174,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2015,15015.0,"FEWS NET, Nigeria"
442175,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2015,15500.0,"FEWS NET, Nigeria"
442176,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2015,16200.0,"FEWS NET, Nigeria"
442177,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2015,15875.0,"FEWS NET, Nigeria"
442178,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2015,14500.0,"FEWS NET, Nigeria"
442179,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2015,13225.0,"FEWS NET, Nigeria"
442180,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2015,11850.0,"FEWS NET, Nigeria"
442181,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2015,14800.0,"FEWS NET, Nigeria"
442182,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2016,15500.0,"FEWS NET, Nigeria"
442183,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2016,16000.0,"FEWS NET, Nigeria"
442184,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2016,16000.0,"FEWS NET, Nigeria"
442185,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2016,20460.0,"FEWS NET, Nigeria"
442186,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2016,23750.0,"FEWS NET, Nigeria"
442187,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2016,25504.0,"FEWS NET, Nigeria"
442188,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2016,27740.0,"FEWS NET, Nigeria"
442189,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2016,29032.0,"FEWS NET, Nigeria"
442190,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2016,25000.0,"FEWS NET, Nigeria"
442191,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2016,22650.0,"FEWS NET, Nigeria"
442192,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2016,22520.0,"FEWS NET, Nigeria"
442193,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2016,24450.0,"FEWS NET, Nigeria"
442194,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2017,29235.0,"FEWS NET, Nigeria"
442195,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2017,20400.0,"FEWS NET, Nigeria"
442196,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2017,27016.0,FEWSNET
442197,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2017,28310.0,FEWS NET
442198,182,Nigeria,2224,Kaduna,1982,Saminaka,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2017,29600.0,FEWS NET
432161,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,1,2002,153.3485,SIMA - Niger
432162,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,3,2002,171.2454,SIMA - Niger
432163,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,4,2002,188.3671,SIMA - Niger
432164,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,5,2002,189.039,SIMA - Niger
432165,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,6,2002,187.8219,SIMA - Niger
432166,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,7,2002,229.083,SIMA - Niger
432167,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,8,2002,204.9905,SIMA - Niger
432168,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,9,2002,133.0567,SIMA - Niger
432169,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,10,2002,102.2852,SIMA - Niger
432170,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,11,2002,97.7519,SIMA - Niger
432171,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,12,2002,103.4912,SIMA - Niger
432172,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,1,2003,114.2699,SIMA - Niger
432173,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,2,2003,118.2091,SIMA - Niger
432174,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,3,2003,110.3594,SIMA - Niger
432175,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,4,2003,104.7442,SIMA - Niger
432176,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,5,2003,104.4585,SIMA - Niger
432177,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,6,2003,99.3027,SIMA - Niger
432178,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,7,2003,85.9445,SIMA - Niger
432179,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,8,2003,76.7177,SIMA - Niger
432180,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,9,2003,67.9734,SIMA - Niger
432181,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,10,2003,76.0621,SIMA - Niger
432182,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,11,2003,73.4133,SIMA - Niger
432183,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,12,2003,74.8702,SIMA - Niger
432184,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,1,2005,147.1239,SIMA - Niger
432185,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,2,2005,157.359,SIMA - Niger
432186,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,3,2005,163.2062,SIMA - Niger
432187,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,4,2005,185.1852,SIMA - Niger
432188,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,5,2005,191.6667,SIMA - Niger
432189,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,6,2005,218.547,SIMA - Niger
432190,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,7,2005,254.7796,SIMA - Niger
432191,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,8,2005,206.7686,SIMA - Niger
432192,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,9,2005,131.5295,SIMA - Niger
432193,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,10,2005,126.283,SIMA - Niger
432194,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,11,2005,121.0,SIMA - Niger
432195,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,12,2005,121.6615,SIMA - Niger
432196,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,1,2006,129.6109,SIMA - Niger
432197,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,2,2006,148.583,SIMA - Niger
432198,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,3,2006,141.763,SIMA - Niger
432199,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,4,2006,142.0665,SIMA - Niger
432200,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,5,2006,134.0856,SIMA - Niger
432201,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,6,2006,125.8333,SIMA - Niger
432202,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,1,2007,98.3435,SIMA - Niger
432203,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,2,2007,104.902,SIMA - Niger
432204,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,3,2007,122.8559,SIMA - Niger
432205,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,4,2007,123.5294,SIMA - Niger
432206,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,1,2008,167.049,SIMA - Niger
432207,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,2,2008,176.5386,SIMA - Niger
432208,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,3,2008,187.0036,SIMA - Niger
432209,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,4,2008,196.4311,SIMA - Niger
432210,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,5,2008,206.4273,SIMA - Niger
432211,182,Nigeria,65709,Sokoto,1037,Illela (CBM),51,Maize,95,NGN,14,Wholesale,5,KG,6,2008,221.5681,SIMA - Niger
